name,neighborhood,avg_rating,#_of_ratings,avg_cost,avg_cost_2,cash_cards?,variable,value
O Farnel,Loures Centro,-,1,15 € for two people (approx.),15,Cash only,cuisine2,Finger Food
Bar Duque de Saldanha - Hotel Zenit Lisboa,Saldanha,3.5,5,25 € for two people (approx.) with alcohol,25,Cash and Cards accepted,cuisine2,Finger Food
O Cantinho da Era,Benfica,3.5,11,8 € for two people (approx.),8,Cash only,cuisine2,Petiscos
Açúcar & Canela,Saldanha,3.8,135,8 € for two people (approx.),8,Cash and Debit Cards accepted,cuisine2,Finger Food
Ânfora - Palácio do Governador,Belém,4.2,68,60 € for two people (approx.),60,Cash and Cards accepted,cuisine2,Portuguese
Castrense,Avenida da Liberdade,3.0,15,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,Cafe
Caxito,Campolide,3.4,6,14 € for two people (approx.),14,Cash only,cuisine2,Portuguese
Lui's Bar,Lumiar,-,0,7 € for two people (approx.),7,Cash only,cuisine2,Portuguese
Bio,Arroios,4.4,519,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Vegetarian
Rei Cook,São Sebastião,3.7,45,35 € for two people (approx.),35,Cash and Cards accepted,cuisine2,Portuguese
Break,São Bento,3.9,39,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Portuguese
Bellami Ice Cream,Sintra Centro,3.4,4,10 € for two people (approx.),10,Cash and Cards accepted,cuisine2,Desserts
Top XXL,Campo de Ourique,3.8,60,10 € for two people (approx.),10,Cash and Debit Cards accepted,cuisine2,Finger Food
Apanhe a Onda,Alcântara,3.3,4,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine2,Finger Food
B.Coffee,Amora,3.5,15,10 € for two people (approx.),10,Cash only,cuisine2,Finger Food
Duriense,Saldanha,3.1,5,10 € for two people (approx.),10,Cash and Cards accepted,cuisine2,Finger Food
Rabo d'Pêxe,Saldanha,4.4,"1,195",60 € for two people (approx.),60,Cash and Cards accepted,cuisine2,Portuguese
Duque da Rua,Chiado,3.5,11,20 € for two people (approx.) with alcohol,20,Cash only,cuisine2,Beverages
Pastelaria da Lina,Alfama,3.4,4,6 € for two people (approx.),6,Cash only,cuisine2,Cafe
Ynirad Coffee & Bar,Telheiras,-,3,6 € for two people (approx.),6,Cash only,cuisine2,Cafe
Ti Aurilia,Pontinha,-,0,5 € for two people (approx.),5,Cash only,cuisine2,Finger Food
B Lounge Bar - Penha Longa Resort,Alcabideche,3.6,12,50 € for two people (approx.) with alcohol,50,Cash and Cards accepted,cuisine2,Finger Food
Olh'Ó Petisco,Carcavelos,3.7,68,15 € for two people (approx.),15,Cash only,cuisine2,Finger Food
Paragem 28,Restelo,3.1,11,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Cafe
Pérola do Jamor,Queijas,2.9,2,8 € for two people (approx.),8,Cash only,cuisine2,Cafe
Barraca da Praia,Cascais Centro,-,2,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,Portuguese
Restaurante Ouro,Baixa,3.5,50,50 € for two people (approx.),50,Cash and Cards accepted,cuisine2,Finger Food
Restaurante Associação de Fuzileiros,Barreiro Centro,3.8,37,20 € for two people (approx.),20,Cash only,cuisine2,Grill
Entre Ruas,Vila Franca de Xira Centro,-,1,10 € for two people (approx.),10,Cash only,cuisine2,Petiscos
EcoBar,São João da Talha,-,1,15 € for two people (approx.),15,Cash only,cuisine2,Portuguese
O Sinaleiro,Estoril,2.7,28,40 € for two people (approx.),40,Cash and Cards accepted,cuisine2,Mediterranean
Padaria Renascente,Príncipe Real,-,2,13 € for two people (approx.),13,Cash and Cards accepted,cuisine2,Portuguese
LACS Café,Santos,-,2,8 € for two people (approx.),8,Cash only,cuisine2,Bakery
Casa Garcia,Brandoa,-,2,6 € for two people (approx.),6,Cash only,cuisine2,Finger Food
Pastelaria Colmeia,Damaia,-,0,13 € for two people (approx.),13,Cash only,cuisine2,Petiscos
Granfino,São Domingos de Rana,3.4,9,14 € for two people (approx.),14,Cash only,cuisine2,Cafe
Cantina da Bataria da Laje,Oeiras e São Julião da Barra,-,2,25 € for two people (approx.),25,Cash only,cuisine2,Portuguese
Cantinho do Miguel,Queijas,3.2,6,8 € for two people (approx.),8,Cash only,cuisine2,Finger Food
Dim Sum,Oeiras e São Julião da Barra,4.2,644,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine2,Oriental
Clube da Praia,Colares,2.7,66,20 € for two people (approx.) with alcohol,20,Cash and Cards accepted,cuisine2,Finger Food
Okini,Alverca do Ribatejo,2.8,42,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Japanese
Cantinho do Jaime,Ramada,-,1,15 € for two people (approx.),15,Cash only,cuisine2,Finger Food
Âncora Azul,Setubal Centro,4.0,87,33 € for two people (approx.),33,Cash and Cards accepted,cuisine2,Grill
El Toro,São Sebastião,3.6,16,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Tapas
Pastelaria Mimosa,Montijo Centro,3.8,56,12 € for two people (approx.),12,Cash and Credit Cards accepted,cuisine2,Finger Food
Doce Encanto,Oeiras e São Julião da Barra,-,1,6 € for two people (approx.),6,Cash only,cuisine2,Finger Food
Sabores do Tejo,Cacilhas,3.4,16,13 € for two people (approx.),13,Cash and Debit Cards accepted,cuisine2,Cafe
Pimenta Doce,Carnide,3.3,2,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine2,Petiscos
Café Marló,Malveira da Serra,3.1,1,20 € for two people (approx.),20,Cash only,cuisine2,Cafe
Maria Atarefada,Campo de Ourique,3.4,5,12 € for two people (approx.),12,Cash only,cuisine2,Tapas
Sabor de Ourique,Campo de Ourique,-,3,10 € for two people (approx.),10,Cash only,cuisine2,Pizza
Mimosa,Póvoa de Santo Adrião,-,0,8 € for two people (approx.),8,Cash only,cuisine2,Petiscos
Jürgen's Bar,Bairro Alto,3.5,12,16 € for two people (approx.) with alcohol,16,Cash and Cards accepted,cuisine2,Petiscos
3ª Parte,Restelo,-,3,15 € for two people (approx.),15,Cash only,cuisine2,Finger Food
Portugália Cervejaria Alvalade,Alvalade,3.9,50,40 € for two people (approx.),40,Cash and Cards accepted,cuisine2,Portuguese
Aldea Café,São João das Lampas,3.6,29,25 € for two people (approx.),25,Cash only,cuisine2,Finger Food
Sancho Pança,Vila Franca de Xira Centro,-,1,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Grill
Onda Selvagem,Sesimbra Centro,3.4,43,15 € for two people (approx.),15,Cash and Cards accepted,cuisine2,Portuguese
O Bifanas,Venteira,3.2,14,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine2,Portuguese
Pitéus do Amir,Telheiras,3.9,75,20 € for two people (approx.),20,Debit Cards accepted,cuisine2,Petiscos
The Beer Station,Rossio,3.8,21,15 € for two people (approx.) with alcohol,15,Cash only,cuisine2,Petiscos
Esplanada Real Café,Mafra Centro,3.6,17,8 € for two people (approx.),8,Cash only,cuisine2,Finger Food
Com Sabor Lisboa,Entrecampos,3.8,65,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine2,Finger Food
O Tamariz,Santa Cruz,3.5,8,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Petiscos
Le Petit Café,Damaia,-,0,6 € for two people (approx.),6,Cash only,cuisine2,Finger Food
Cervejaria Ponto de Encontro,Mem Martins,3.7,34,15 € for two people (approx.),15,Cash and Debit Cards accepted,cuisine2,Petiscos
Namaste India A,Belém,3.6,15,25 € for two people (approx.),25,Cash only,cuisine2,Italian
Churrasqueira do Zé,São Domingos de Rana,3.3,5,20 € for two people (approx.),20,Cash only,cuisine2,Portuguese
Estação dos Grelhados,Cacém,3.0,2,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine2,Finger Food
O Cantinho do Pedro,Carnide,3.2,0,6 € for two people (approx.),6,Cash only,cuisine2,Cafe
Lobby Bar - Tivoli Avenida Liberdade,Avenida da Liberdade,3.3,11,55 € for two people (approx.),55,Cash and Cards accepted,cuisine2,International
"O Serve Bem ""Ás Vezes""",Alvalade,3.7,15,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Cafe
Cervejaria Vianense,Almada Centro,-,2,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Grill
O Tachinho,Campo de Ourique,4.1,211,35 € for two people (approx.),35,Cash and Cards accepted,cuisine2,Tapas
Segredo Original,Saldanha,3.1,13,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Portuguese
O Sossego,Ajuda,3.6,19,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Petiscos
Maxi-Serve,Arroios,3.9,94,11 € for two people (approx.),11,Cash and Debit Cards accepted,cuisine2,Finger Food
Sabores da Quinta,Quinta do Conde,3.9,67,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Portuguese
Hong Fong,Póvoa de Santa Iria,-,2,25 € for two people (approx.),25,Cash only,cuisine2,Malaysian
DiGastroBAR,Campo de Ourique,4.0,28,40 € for two people (approx.),40,Cash and Cards accepted,cuisine2,Petiscos
Dom Sabor,Rio de Mouro,3.2,6,10 € for two people (approx.),10,Cash and Debit Cards accepted,cuisine2,Finger Food
Banho Maria,Alfornelos,3.4,8,8 € for two people (approx.),8,Cash only,cuisine2,Cafe
O Apeadeiro,Cascais Centro,3.7,41,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Grill
Onda Azul,Aldeia do Meco,3.8,35,40 € for two people (approx.),40,Cash and Cards accepted,cuisine2,Seafood
Penha Longa Mercatto,Alcabideche,4.1,26,80 € for two people (approx.),80,Cash and Cards accepted,cuisine2,Fusion
O Pedro,São Domingos de Rana,-,1,15 € for two people (approx.),15,Cash and Cards accepted,cuisine2,Portuguese
Rodrigues,Venda Nova,-,0,8 € for two people (approx.),8,Cash only,cuisine2,Finger Food
O Bombeiro,Mem Martins,3.4,5,12 € for two people (approx.),12,Cash and Cards accepted,cuisine2,Petiscos
Botequim du Bocage,Setubal Centro,3.8,32,6 € for two people (approx.),6,Cash and Debit Cards accepted,cuisine2,Finger Food
O Bombeiro,Famões,-,3,15 € for two people (approx.),15,Cash only,cuisine2,Portuguese
Chá de Menta,Lumiar,3.4,8,8 € for two people (approx.),8,Cash only,cuisine2,Finger Food
Pastelaria O Sol,Mafra Centro,-,3,8 € for two people (approx.),8,Cash only,cuisine2,Bakery
Cacique,Parque das Nações,3.6,39,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine2,Portuguese
Francesinhas da Luz,São Domingos de Benfica,2.9,5,16 € for two people (approx.),16,Cash only,cuisine2,Finger Food
T@M,Loures Centro,-,1,15 € for two people (approx.),15,Cash and Cards accepted,cuisine2,Portuguese
Pastelaria Ceuta,Saldanha,3.7,28,8 € for two people (approx.),8,Cash and Cards accepted,cuisine2,Portuguese
Café Privilégio,Póvoa de Santo Adrião,3.3,3,6 € for two people (approx.),6,Debit Cards accepted,cuisine2,Finger Food
O Reserva,Rato,4.0,76,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine2,Petiscos
Taskinha do Chef,Torres Vedras Centro,3.5,9,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,Portuguese
Casa do Alentejo,Rossio,4.0,629,40 € for two people (approx.),40,Cash and Cards accepted,cuisine2,Portuguese
Gourmet Sensações,Saldanha,3.4,9,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Brazilian
Luminosa by Furnas,Arroios,4.0,206,45 € for two people (approx.),45,Cash and Cards accepted,cuisine2,Fresh Fish
Méson Andaluz,Chiado,4.2,282,40 € for two people (approx.),40,Cash and Cards accepted,cuisine2,Tapas
Aruki Sushi Delivery,Avenida da Liberdade,4.2,234,40 € for two people (approx.),40,Cash and Debit Cards accepted,cuisine2,Japanese
Bar Estoril - Hotel Estoril Palácio,Estoril,3.5,7,30 € for two people (approx.) with alcohol,30,Cash and Cards accepted,cuisine2,Finger Food
As Manas,Buraca,3.7,17,12 € for two people (approx.),12,Cash and Meal Coupons accepted,cuisine2,Petiscos
Charlot,Alfama,3.0,1,10 € for two people (approx.),10,Cash and Debit Cards accepted,cuisine2,Cafe
Leve Leve,Bairro Alto,3.5,8,20 € for two people (approx.),20,Cash and Cards accepted,cuisine2,Tapas
Leitaria Francesa,Pena,3.1,3,7 € for two people (approx.),7,Cash only,cuisine2,Finger Food
Tapas do Atlântico,Santa Apolónia,-,3,25 € for two people (approx.),25,Cash only,cuisine2,Petiscos
Ninho Doce,Venda Nova,-,1,8 € for two people (approx.),8,Cash only,cuisine2,Portuguese
Bar do Peixe,Aldeia do Meco,4.2,188,40 € for two people (approx.),40,Cash and Cards accepted,cuisine2,Grill
Café da Ana,Damaia,-,1,8 € for two people (approx.),8,Cash only,cuisine2,Finger Food
Sonho Realizado,Parede,-,0,16 € for two people (approx.),16,Cash only,cuisine2,Finger Food
Café Klandestino,Mouraria,4.0,56,24 € for two people (approx.) with alcohol,24,Cash and Cards accepted,cuisine2,Finger Food
Salvo Seja,Marquês de Pombal,3.3,10,28 € for two people (approx.),28,Cash and Cards accepted,cuisine2,Portuguese
Blá Blá Café,Lapa-Estrela,-,3,12 € for two people (approx.),12,Cash only,cuisine2,Finger Food
Chave D'Ouro,Caparica,3.4,12,25 € for two people (approx.),25,Cash only,cuisine2,Grill
Pastelaria Primavera II,Pinhal Novo,-,3,6 € for two people (approx.),6,Cash only,cuisine2,Finger Food
A Kriola,Mem Martins,-,0,20 € for two people (approx.),20,Cash and Cards accepted,cuisine2,African
22 Lounge,Pena,4.0,76,20 € for two people (approx.) with alcohol,20,Cash and Cards accepted,cuisine2,Beverages
Rosa do Minho,Olivais,3.2,0,8 € for two people (approx.),8,Cash only,cuisine2,Finger Food
Moinho de São Bento,São Bento,3.1,1,8 € for two people (approx.),8,Cash only,cuisine2,Cafe
Ti Matilde,Ericeira,4.0,109,40 € for two people (approx.),40,Cash only,cuisine2,Seafood
Arte no Cais,Montijo Centro,3.4,6,10 € for two people (approx.) with alcohol,10,Cash and Debit Cards accepted,cuisine2,Cafe
A Raposa,Sintra Centro,3.7,23,40 € for two people (approx.),40,Cash and Cards accepted,cuisine2,Portuguese
Santos,Ramada,-,0,6 € for two people (approx.),6,Cash only,cuisine2,Finger Food
O Fogão,Camarate,3.3,5,13 € for two people (approx.),13,Cash only,cuisine2,Finger Food
Café no Paço,Lumiar,3.1,3,8 € for two people (approx.),8,Debit Cards accepted,cuisine2,Finger Food
Milénio,Buraca,3.1,4,13 € for two people (approx.),13,Cash only,cuisine2,Finger Food
Cooking Memories,Cascais Centro,3.4,7,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine2,African
Super Mário,Chiado,3.8,160,24 € for two people (approx.),24,Cash only,cuisine2,Portuguese
Mira Vouga,Areeiro,3.2,3,12 € for two people (approx.),12,Cash only,cuisine2,Finger Food
Estrela do Zambujal,São Domingos de Rana,3.0,0,6 € for two people (approx.),6,Cash only,cuisine2,Finger Food
Royal Versailles,Entrecampos,3.7,20,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Portuguese
São Lourenço,Entrecampos,3.0,15,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Cafe
Cardápio Mágico,Entrecampos,-,3,12 € for two people (approx.),12,Cash only,cuisine2,Finger Food
O Caramulo,Damaia,-,3,10 € for two people (approx.),10,Cash only,cuisine2,Finger Food
A Garagem,Santo Antão do Tojal,3.0,1,25 € for two people (approx.),25,Cash only,cuisine2,Fresh Fish
Maçã Real,Colares,-,1,30 € for two people (approx.),30,Cash and Debit Cards accepted,cuisine2,Fresh Fish
Café Pessa,Areeiro,3.4,7,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Finger Food
Vella Caffé,Belém,3.7,93,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Cafe
Cactus Croissanteria,Torre da Marinha,-,3,12 € for two people (approx.),12,Cash only,cuisine2,Finger Food
Taberna d'Avenida,Montijo Centro,3.6,17,20 € for two people (approx.),20,Cash only,cuisine2,Portuguese
Tocobicho,Bucelas,3.5,9,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine2,Petiscos
L-Bistro,Campo Pequeno,4.1,269,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,American
Cabaret Bar- Hotel Inglaterra,Estoril,3.3,3,15 € for two people (approx.) with alcohol,15,Cash and Cards accepted,cuisine2,Beverages
Os Martins,São Brás,3.8,39,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Portuguese
Boulan - Tea Room & Gourmet Corner,Estoril,3.9,71,12 € for two people (approx.),12,Cash and Debit Cards accepted,cuisine2,Tea
Namur,Campo Pequeno,3.7,80,25 € for two people (approx.),25,Cash and Cards accepted,cuisine2,Bakery
Moinhos da Capucha,Torres Vedras Centro,-,4,12 € for two people (approx.),12,Cash only,cuisine2,Desserts
Mongolian Cafe and Restaurant,Arroios,3.5,10,20 € for two people (approx.),20,Cash and Debit Cards accepted,cuisine2,Indian
Pearl Oyster & Wine Bar,Ericeira,3.4,4,45 € for two people (approx.),45,Cash and Cards accepted,cuisine2,Seafood
Cimas,Estoril,3.8,44,90 € for two people (approx.),90,Cash and Cards accepted,cuisine2,Mediterranean
Café Guerra Junqueiro,Areeiro,3.1,11,15 € for two people (approx.),15,Cash and Cards accepted,cuisine2,Petiscos
Café Laranja,Sacavém,3.3,4,8 € for two people (approx.),8,Cash only,cuisine2,Cafe
D. Jorge,Costa da Caparica,-,1,10 € for two people (approx.),10,Cash only,cuisine2,Cafe
Chocolate & Pimenta,Estoril,3.7,19,12 € for two people (approx.),12,Cash and Cards accepted,cuisine2,Finger Food
Copostteria - Vinhos & Petiscos,Alvalade,4.0,83,30 € for two people (approx.),30,Cash and Cards accepted,cuisine2,Petiscos
Espaço Espelho d'Água,Belém,4.1,436,45 € for two people (approx.),45,Cash and Cards accepted,cuisine2,International
O'Neill's,Cascais Centro,3.7,52,15 € for two people (approx.) with alcohol,15,Cash and Cards accepted,cuisine2,Finger Food
Café e Letras,Olivais,3.7,27,10 € for two people (approx.),10,Cash only,cuisine2,Tapas
Spot Bar Telheiras,Telheiras,3.9,38,15 € for two people (approx.) with alcohol,15,Cash and Cards accepted,cuisine2,Finger Food
Churrasqueira Grelha d'Arrábida,Azeitão,-,3,14 € for two people (approx.),14,Cash only,cuisine2,Grill
O Escondidinho,Loures Centro,-,0,25 € for two people (approx.),25,Cash and Debit Cards accepted,cuisine2,Petiscos
Flor de São Brás,São Brás,3.5,14,6 € for two people (approx.),6,Cash only,cuisine2,Cafe
